"asv_name","percent_match","kingdom","phylum","class","order","family","genus","species"
"ASV2679_count_22",86.69775,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV2846_count_21",93.75,"Metazoa","Chordata","Lepidosauria","Squamata","Colubridae",NA,NA
"ASV2609_count_23",90.709,"Bacillati","Actinomycetota","Actinomycetes",NA,NA,NA,NA
"ASV2644_count_22",97.20225,NA,NA,NA,NA,NA,NA,NA
"ASV2622_count_23",87.931,"Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV2800_count_21",99.5998,"Metazoa","Arthropoda","Insecta","Diptera","Chironomidae","Corynoneura","Corynoneura sp. BOLD-2016"
"ASV2686_count_22",86.842,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV2558_count_23",86.106,NA,NA,NA,NA,NA,NA,NA
"ASV2553_count_23",100,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV2751_count_21",91.071,"Metazoa","Arthropoda","Insecta","Lepidoptera",NA,NA,NA
"ASV2754_count_21",90.8715,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV2821_count_21",88.106,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV2830_count_21",92.04,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV2777_count_21",91.1805,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV2611_count_23",90.127,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV2601_count_23",85.657,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV2590_count_23",94.444,"Pseudomonadati","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae",NA,NA
"ASV2589_count_23",97.115,"Metazoa","Arthropoda","Insecta","Hymenoptera",NA,NA,NA
"ASV2633_count_23",85.714,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV2727_count_22",92.476,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV2626_count_23",86.189,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV2758_count_21",89.027,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV2715_count_22",87.255,"Bacillati","Actinomycetota",NA,NA,NA,NA,NA
"ASV2554_count_23",87.3594,"Bacillati","Actinomycetota",NA,NA,NA,NA,NA
"ASV2630_count_23",86.4588,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV2816_count_21",99.93,"Metazoa","Arthropoda","Diplopoda","Spirobolida","Spirobolellidae","Paraspirobolus","Paraspirobolus lucifugus"
"ASV2778_count_21",100,"Metazoa","Arthropoda","Malacostraca","Amphipoda","Aoridae","Microdeutopus","Microdeutopus sp. SFC34-003"
"ASV2635_count_23",90.196,NA,"Oomycota","Saprolegniomycetes",NA,NA,NA,NA
"ASV2666_count_22",97.297,"Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas viridiflava"
"ASV2781_count_21",89.0875,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV2804_count_21",91,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV2675_count_22",90.05,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV2557_count_23",90.977,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV2625_count_23",89.2846666666667,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV2642_count_22",90.1005,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV2728_count_22",89.409,"Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA
"ASV2586_count_23",92.266,"Bacillati","Bacillota","Bacilli","Bacillales",NA,NA,NA
"ASV2771_count_21",95,"Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Halomonadaceae",NA,NA
"ASV2761_count_21",93.3813333333333,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV2700_count_22",89.0793333333333,"Bacillati","Actinomycetota","Actinomycetes",NA,NA,NA,NA
"ASV2603_count_23",97.222,"Metazoa","Mollusca","Bivalvia","Unionida","Unionidae","Scabies","Scabies anceps"
"ASV2835_count_21",87.603,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2692_count_22",91.111,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Acetobacterales",NA,NA,NA
"ASV2624_count_23",89.951,"Fungi","Basidiomycota","Tremellomycetes",NA,NA,NA,NA
"ASV2684_count_22",86.486,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV2691_count_22",98.889,"Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Macalpinomyces","Macalpinomyces bursus"
"ASV2837_count_21",100,"Metazoa","Arthropoda","Arachnida","Araneae","Salticidae","Gedea","Gedea cf. tibialis UBC SEM M.Bodner MRB090"
"ASV2664_count_22",90.244,"Bacillati","Actinomycetota","Actinomycetes",NA,NA,NA,NA
"ASV2653_count_22",89.781,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV2748_count_21",90.57175,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV2713_count_22",87.6356666666667,"Metazoa","Rotifera",NA,NA,NA,NA,NA
"ASV2822_count_21",89.544,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV2738_count_22",88.593,"Metazoa","Rotifera",NA,NA,NA,NA,NA
"ASV2694_count_22",86.6698,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV2693_count_22",100,NA,NA,NA,NA,NA,NA,NA
"ASV2750_count_21",95.601,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia",NA
"ASV2615_count_23",91.133,"Metazoa","Gastrotricha",NA,"Chaetonotida",NA,NA,NA
"ASV2839_count_21",86.6585,"Bacillati",NA,NA,NA,NA,NA,NA
"ASV2665_count_22",90.476,"Bacillati","Actinomycetota","Actinomycetes",NA,NA,NA,NA
"ASV2658_count_22",93.3046666666667,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV2621_count_23",93.035,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV2673_count_22",93.35,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV2705_count_22",93.035,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV2549_count_23",91.5,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV2634_count_23",92.02,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV2739_count_22",92.06,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV2623_count_23",93.5,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV2614_count_23",90.2775,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV2783_count_21",91.646,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV2636_count_23",87.4468,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV2791_count_21",90.1766,"Viridiplantae","Chlorophyta","Trebouxiophyceae",NA,NA,NA,NA
"ASV2671_count_22",89.706,"Viridiplantae","Chlorophyta","Trebouxiophyceae",NA,NA,NA,NA
"ASV2714_count_22",86.9463333333333,NA,NA,NA,NA,NA,NA,NA
"ASV2619_count_23",93.182,"Metazoa","Chordata","Aves","Passeriformes","Muscicapidae",NA,NA
"ASV2690_count_22",90,"Metazoa","Annelida",NA,NA,NA,NA,NA
"ASV2730_count_22",85.7465,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV2703_count_22",100,"Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae",NA,NA
"ASV2731_count_22",88.5431428571429,"Bacillati","Actinomycetota",NA,NA,NA,NA,NA
"ASV2757_count_21",97.059,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium sp. M7A.F.Ce.TU.012.03.2.1"
"ASV2677_count_22",93.478,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Boseaceae",NA,NA
"ASV2652_count_22",89.922,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV2597_count_23",86.441,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV2638_count_23",92.537,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV2792_count_21",94,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV2780_count_21",100,"Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Xanthomonas",NA
"ASV2667_count_22",100,"Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Xanthomonas",NA
"ASV2768_count_21",92.457,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV2545_count_24",87.405,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV2604_count_23",91.358,"Bacillati","Actinomycetota","Actinomycetes","Kitasatosporales",NA,NA,NA
"ASV2722_count_22",89.163,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV2845_count_21",99.7305,"Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae",NA,NA
"ASV2580_count_23",90.991,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV2629_count_23",90.769,"Pseudomonadati","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA
"ASV2747_count_22",89.855,"Pseudomonadati","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA
"ASV2829_count_21",90.954,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV2605_count_23",97.143,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sinipercae"
"ASV2650_count_22",85.4893333333333,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV2659_count_22",91.398,"Bacillati","Actinomycetota","Actinomycetes","Mycobacteriales",NA,NA,NA
"ASV2726_count_22",93.617,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",NA,NA
"ASV2660_count_22",87.692,"Bacillati","Actinomycetota",NA,NA,NA,NA,NA
"ASV2620_count_23",86.228,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV2766_count_21",96,"Metazoa","Mollusca","Gastropoda","Stylommatophora","Helicidae","Helix",NA
"ASV2631_count_23",87.84,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV2831_count_21",100,"Bacillati","Actinomycetota","Actinomycetes",NA,NA,NA,NA
"ASV2656_count_22",90.0245,NA,"Oomycota",NA,NA,NA,NA,NA
"ASV2817_count_21",88.519,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV2842_count_21",89.3276666666667,"Metazoa","Tardigrada","Heterotardigrada",NA,NA,NA,NA
"ASV2547_count_24",94.2626666666667,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Rickettsiaceae",NA,NA
"ASV2832_count_21",88,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV2805_count_21",96.774,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Roseomonadaceae","Roseomonas",NA
"ASV2613_count_23",86.861,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV2709_count_22",88.312,"Metazoa","Nemertea",NA,NA,NA,NA,NA
"ASV2820_count_21",100,"Metazoa","Arthropoda","Insecta","Diptera","Ceratopogonidae",NA,"Ceratopogonidae sp."
"ASV2702_count_22",85.542,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV2593_count_23",85.122,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV2815_count_21",86.925,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV2565_count_23",86.607,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV2788_count_21",90.698,NA,"Tubulinea","Elardia",NA,NA,NA,NA
"ASV2628_count_23",89.46,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV2767_count_21",100,"Metazoa","Arthropoda","Insecta","Diptera","Sciaridae",NA,"Sciaridae sp."
"ASV2711_count_22",85.091,NA,NA,NA,NA,NA,NA,NA
"ASV2579_count_23",89.362,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV2600_count_23",100,"Methanobacteriati","Methanobacteriota","Halobacteria","Halobacteriales","Haloferacaceae","Halobaculum","Halobaculum halobium"
"ASV2737_count_22",89.535,"Metazoa","Arthropoda","Arachnida",NA,NA,NA,NA
"ASV2639_count_23",92.857,"Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales",NA,NA,NA
"ASV2707_count_22",89.655,"Bacillati","Chloroflexota",NA,NA,NA,NA,NA
"ASV2809_count_21",85.819,"Bacillati",NA,NA,NA,NA,NA,NA
"ASV2676_count_22",86.029,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV2710_count_22",87.625,"Viridiplantae","Streptophyta",NA,NA,NA,NA,NA
"ASV2763_count_21",88.971,"Bacillati","Actinomycetota",NA,NA,NA,NA,NA
"ASV2825_count_21",95.238,"Bacillati","Actinomycetota","Thermoleophilia","Solirubrobacterales",NA,NA,NA
"ASV2736_count_22",87.931,"Viridiplantae","Chlorophyta",NA,NA,NA,NA,NA
"ASV2735_count_22",85.086,"Fungi",NA,NA,NA,NA,NA,NA
"ASV2819_count_21",85.804,"Fungi",NA,NA,NA,NA,NA,NA
"ASV2785_count_21",100,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV2741_count_22",100,"Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","Idiomarina","Idiomarina loihiensis"
"ASV2708_count_22",91.1763333333333,NA,"Oomycota","Saprolegniomycetes","Saprolegniales",NA,NA,NA
"ASV2641_count_22",86.632,NA,NA,NA,NA,NA,NA,NA
"ASV2618_count_23",87.742,NA,"Rhodophyta",NA,NA,NA,NA,NA
"ASV2587_count_23",85.575,NA,NA,NA,NA,NA,NA,NA
"ASV2803_count_21",92.308,NA,"Oomycota","Peronosporomycetes","Peronosporales",NA,NA,NA
"ASV2836_count_21",89.13,"Pseudomonadati","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASV2743_count_22",100,"Metazoa","Annelida","Polychaeta","Sabellida",NA,NA,"Sabellida environmental sample"
"ASV2868_count_21",97.222,"Bacillati","Bacillota","Bacilli","Bacillales","Alicyclobacillaceae","Effusibacillus","Effusibacillus dendaii"
"ASV2950_count_20",85.526,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV3068_count_19",88.5947777777778,"Fungi",NA,NA,NA,NA,NA,NA
"ASV2973_count_20",92.564,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV2958_count_20",87.16,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV2876_count_20",89.898,"Pseudomonadati","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA
"ASV3101_count_18",90.638,NA,"Evosea","Eumycetozoa",NA,NA,NA,NA
"ASV3051_count_19",91.237,NA,"Evosea","Eumycetozoa","Physariida",NA,NA,NA
"ASV2975_count_20",100,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV3069_count_19",89.231,"Bacillati","Actinomycetota","Actinomycetes",NA,NA,NA,NA
"ASV2968_count_20",87.037,"Bacillati","Bacillota",NA,NA,NA,NA,NA
"ASV2941_count_20",100,"Metazoa","Arthropoda","Insecta","Thysanoptera","Phlaeothripidae","Holothrips","Holothrips sp. TH93"
"ASV3092_count_19",97.2448333333333,"Metazoa","Arthropoda","Insecta","Diptera","Chironomidae","Polypedilum","Polypedilum convictum"
"ASV3024_count_19",88.8875,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV3038_count_19",93.573,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV2928_count_20",92.308,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV3066_count_19",93.532,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Rhizorhabdaceae",NA,NA
"ASV3109_count_18",93.316,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV2910_count_20",92.327,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV2896_count_20",91.315,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV2951_count_20",92.04,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV3074_count_19",93.573,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV2940_count_20",91.542,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV2918_count_20",90.805,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV3094_count_19",92.857,"Metazoa","Mollusca","Gastropoda","Systellommatophora",NA,NA,NA
"ASV2859_count_21",90.977,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV2981_count_19",87.179,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV3113_count_18",98.775,"Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"ASV2929_count_20",88.088,"Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV2860_count_21",88.5,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV2963_count_20",90.047,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV2853_count_21",90.0175,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV2902_count_20",87.5915,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV2888_count_20",93.75,"Metazoa","Mollusca","Gastropoda","Nudibranchia","Dendronotidae",NA,NA
"ASV3070_count_19",89.03075,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV3084_count_19",86.669,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV2878_count_20",97.761,"Pseudomonadati","Pseudomonadota","Betaproteobacteria","Nitrosomonadales","Usitatibacteraceae","Usitatibacter","Usitatibacter rugosus"
"ASV2924_count_20",87.719,"Pseudomonadati","Bacteroidota",NA,NA,NA,NA,NA
"ASV2849_count_21",90.025,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV2990_count_19",91.5,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV2919_count_20",91.022,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV2939_count_20",91.5,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV2900_count_20",86.452,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV2926_count_20",90.945,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV3112_count_18",85.75,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV3079_count_19",100,"Pseudomonadati","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Hydrogenophaga sp. BPS33"
"ASV2905_count_20",100,"Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylocaldum","Methylocaldum marinum"
"ASV2912_count_20",90.769,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV2936_count_20",88.889,"Metazoa","Chordata",NA,NA,NA,NA,NA
"ASV2866_count_21",90.727,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV2916_count_20",93.617,"Metazoa","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,NA
"ASV2854_count_21",89.781,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV2971_count_20",89.7935,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV2985_count_19",93.0515,"Metazoa","Rotifera","Eurotatoria","Philodinida","Philodinidae",NA,NA
"ASV3007_count_19",88.321,"Metazoa","Rotifera",NA,NA,NA,NA,NA
"ASV3087_count_19",88.078,"Metazoa","Rotifera",NA,NA,NA,NA,NA
"ASV2995_count_19",90.7545,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV2930_count_20",89.5376666666667,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV2974_count_20",88.3781428571429,"Metazoa","Rotifera",NA,NA,NA,NA,NA
"ASV2873_count_20",89.6285714285714,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV2970_count_20",88.3434285714286,"Metazoa","Rotifera",NA,NA,NA,NA,NA
"ASV2903_count_20",100,"Fungi","Ascomycota","Leotiomycetes","Erysiphales","Erysiphaceae","Erysiphe",NA
"ASV3058_count_19",100,"Metazoa","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae",NA,NA
"ASV3107_count_18",90.226,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV3060_count_19",86.458,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV3082_count_19",86.301,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV3030_count_19",88.8205,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV3100_count_18",88.957,NA,"Oomycota",NA,NA,NA,NA,NA
"ASV2937_count_20",85.8421666666667,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV2848_count_21",86.6698,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV3119_count_18",88.50275,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV3090_count_19",89.655,NA,"Rhodophyta","Florideophyceae",NA,NA,NA,NA
"ASV2938_count_20",88.90275,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV2977_count_20",85.321,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV3110_count_18",89.216,"Bacillati","Actinomycetota","Actinomycetes",NA,NA,NA,NA
"ASV2897_count_20",90.38,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV3075_count_19",90.8236666666667,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV2988_count_19",93.606,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV2852_count_21",92.804,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV2894_count_20",91.6465,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV2915_count_20",88.406,"Metazoa","Annelida",NA,NA,NA,NA,NA
"ASV2997_count_19",90.727,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV3055_count_19",94.444,"Metazoa","Annelida","Polychaeta","Spionida","Spionidae",NA,NA
"ASV2946_count_20",88,"Bacillati","Actinomycetota",NA,NA,NA,NA,NA
"ASV3077_count_19",92.655,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales",NA,NA,NA
"ASV2850_count_21",92.857,"Bacillati","Actinomycetota","Actinomycetes","Kitasatosporales",NA,NA,NA
"ASV3045_count_19",100,"Methanobacteriati","Methanobacteriota","Halobacteria","Halobacteriales","Natrialbaceae","Natrinema",NA
"ASV2908_count_20",87.317,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV2948_count_20",91.506,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV2943_count_20",90.411,"Metazoa","Arthropoda","Arachnida",NA,NA,NA,NA
"ASV2967_count_20",100,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV2858_count_21",89.474,"Metazoa","Mollusca","Gastropoda",NA,NA,NA,NA
"ASV2867_count_21",96,"Metazoa","Chordata","Lepidosauria","Squamata","Colubridae","Boiga",NA
"ASV3026_count_19",86.786,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV3104_count_18",86.618,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV2875_count_20",98.0828571428572,"Metazoa","Arthropoda","Insecta","Diptera","Sciaridae",NA,NA
"ASV2909_count_20",87.591,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV2865_count_21",89.4725,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV3091_count_19",100,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV3097_count_18",88.679,"Metazoa","Chordata",NA,NA,NA,NA,NA
"ASV2987_count_19",100,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylobacterium","Methylobacterium indicum"
"ASV2864_count_21",85.208,"Fungi",NA,NA,NA,NA,NA,NA
"ASV2984_count_19",89.744,"Metazoa","Mollusca","Gastropoda",NA,NA,NA,NA
"ASV3013_count_19",93.75,"Metazoa","Platyhelminthes","Trematoda","Diplostomida","Diplostomidae",NA,NA
"ASV3050_count_19",87.16,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV3080_count_19",93.781,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV2945_count_20",97.143,"Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","Pseudoalteromonas sp. MT33b"
"ASV2857_count_21",92.310125,"Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA
"ASV2847_count_21",90.873,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV3105_count_18",88.753,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV2861_count_21",87.192,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV3018_count_19",89.609,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV3120_count_18",86.607,NA,NA,NA,NA,NA,NA,NA
"ASV2980_count_20",86.792,"Bacillati",NA,NA,NA,NA,NA,NA
"ASV3078_count_19",85.7865,"Fungi",NA,NA,NA,NA,NA,NA
"ASV3009_count_19",85.256,"Metazoa",NA,NA,NA,NA,NA,NA
