"asv_name","percent_match","kingdom","phylum","class","order","family","genus","species"
"ASV201_count_476",97.549,NA,NA,"Eustigmatophyceae","Eustigmatales","Chlorobotryaceae","Vischeria",NA
"ASV53_count_1985",88.823,"Metazoa","Rotifera",NA,NA,NA,NA,NA
"ASV134_count_760",89.1955,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV7_count_9469",92.0455,"Metazoa","Rotifera","Eurotatoria","Adinetida",NA,NA,NA
"ASV182_count_528",89.2456,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV10_count_7098",90.8085,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV51_count_2002",88.9656,"Metazoa","Rotifera",NA,NA,NA,NA,NA
"ASV146_count_669",89.862,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV47_count_2167",89.303,NA,NA,NA,NA,NA,NA,NA
"ASV222_count_430",97.143,"Metazoa","Arthropoda","Insecta","Coleoptera","Ptiliidae",NA,"Ptiliidae sp. BOLD-2016"
"ASV88_count_1131",85.8843333333333,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV67_count_1464",100,NA,"Oomycota","Peronosporomycetes","Peronosporales","Peronosporaceae","Phytophthora",NA
"ASV102_count_1018",85.7256666666667,"Fungi",NA,NA,NA,NA,NA,NA
"ASV55_count_1833",87.224,"Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV91_count_1113",85.25,"Fungi",NA,NA,NA,NA,NA,NA
"ASV85_count_1187",85.422,NA,NA,NA,NA,NA,NA,NA
"ASV36_count_2585",88.764,"Metazoa","Chordata",NA,NA,NA,NA,NA
"ASV46_count_2176",88.764,"Metazoa","Chordata",NA,NA,NA,NA,NA
"ASV171_count_567",96.1556666666667,"Metazoa","Arthropoda","Malacostraca","Isopoda","Armadillidae","Spherillo",NA
"ASV68_count_1464",100,"Metazoa","Arthropoda","Insecta","Hemiptera","Miridae","Rubrocuneocoris","Rubrocuneocoris calvertae"
"ASV213_count_454",90.476,"Bacillati","Cyanobacteriota","Cyanophyceae",NA,NA,NA,NA
"ASV45_count_2199",88.9462,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV160_count_596",92.02,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV172_count_563",93.059,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV221_count_437",93.606,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV97_count_1032",99.732,"Metazoa","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae",NA,"Entomobryidae sp. sc_04935"
"ASV211_count_462",88.806,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV149_count_645",89.055,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV231_count_397",90.272,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV206_count_466",86.008,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV232_count_396",97.264,"Pseudomonadati","Pseudomonadota","Betaproteobacteria","Nitrosomonadales","Usitatibacteraceae","Usitatibacter","Usitatibacter rugosus"
"ASV191_count_496",90.323,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV112_count_885",88.806,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV61_count_1563",100,"Metazoa","Annelida","Clitellata","Crassiclitellata","Lumbricidae","Eiseniella","Eiseniella tetraedra"
"ASV29_count_3082",99.4283333333333,"Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","Nurudea",NA
"ASV37_count_2585",96.078,"Metazoa","Annelida","Clitellata","Tubificida","Naididae","Pristina",NA
"ASV214_count_451",88.889,"Metazoa","Rotifera",NA,NA,NA,NA,NA
"ASV42_count_2311",88.9803333333333,"Metazoa","Rotifera",NA,NA,NA,NA,NA
"ASV167_count_577",89.2288333333333,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV230_count_405",88.7311666666667,"Metazoa","Rotifera",NA,NA,NA,NA,NA
"ASV157_count_606",90.323,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV6_count_11830",99.9094444444444,"Metazoa","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae",NA,NA
"ASV225_count_416",99.6544444444444,"Metazoa","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae",NA,NA
"ASV180_count_535",99.3992222222222,"Metazoa","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae",NA,NA
"ASV72_count_1362",89.409,"Fungi","Basidiomycota","Tremellomycetes",NA,NA,NA,NA
"ASV104_count_977",92.157,"Metazoa","Arthropoda","Arachnida","Sarcoptiformes",NA,NA,NA
"ASV89_count_1130",87.564,"Metazoa","Annelida",NA,NA,NA,NA,NA
"ASV216_count_447",86.301,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV3_count_18436",90.81525,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV62_count_1528",89.781,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV199_count_478",89.29,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV195_count_486",89.7048333333333,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV152_count_631",86.8098,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV123_count_803",88.6184444444444,"Metazoa","Rotifera",NA,NA,NA,NA,NA
"ASV161_count_592",88.97,"Metazoa","Rotifera",NA,NA,NA,NA,NA
"ASV90_count_1128",88.0588888888889,"Metazoa","Rotifera",NA,NA,NA,NA,NA
"ASV125_count_799",91.9515,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV107_count_953",88.0867777777778,"Metazoa","Rotifera",NA,NA,NA,NA,NA
"ASV41_count_2402",86.8005,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV187_count_509",90.206,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV4_count_15369",91.733,"Metazoa","Rotifera","Eurotatoria","Philodinida",NA,NA,NA
"ASV94_count_1070",89.2133333333333,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV35_count_2679",89.6117777777778,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV16_count_5227",88.533,"Metazoa","Rotifera",NA,NA,NA,NA,NA
"ASV154_count_631",87.5608,"Metazoa","Rotifera",NA,NA,NA,NA,NA
"ASV194_count_491",87.0786,"Metazoa","Rotifera",NA,NA,NA,NA,NA
"ASV15_count_5410",92.651,"Metazoa","Rotifera","Eurotatoria","Philodinida",NA,NA,NA
"ASV111_count_906",91.6925714285714,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV116_count_864",87.409,"Metazoa","Rotifera",NA,NA,NA,NA,NA
"ASV100_count_1024",92.647,"Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"ASV49_count_2078",91.667,"Metazoa","Arthropoda","Insecta","Diptera",NA,NA,NA
"ASV106_count_956",87.511875,"Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV147_count_663",90.38,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV228_count_410",87.34375,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV219_count_443",89.951,"Viridiplantae","Chlorophyta","Trebouxiophyceae",NA,NA,NA,NA
"ASV126_count_798",87.6845,"Viridiplantae","Chlorophyta",NA,NA,NA,NA,NA
"ASV60_count_1654",90.613,"Viridiplantae","Chlorophyta","Trebouxiophyceae",NA,NA,NA,NA
"ASV109_count_917",89.951,"Viridiplantae","Chlorophyta","Trebouxiophyceae",NA,NA,NA,NA
"ASV84_count_1214",96.814,"Viridiplantae","Chlorophyta","Trebouxiophyceae",NA,"Coccomyxaceae","Coccomyxa",NA
"ASV87_count_1137",97.304,"Viridiplantae","Chlorophyta","Trebouxiophyceae",NA,"Coccomyxaceae","Coccomyxa",NA
"ASV26_count_3289",96.569,"Viridiplantae","Chlorophyta","Trebouxiophyceae",NA,"Coccomyxaceae","Coccomyxa",NA
"ASV25_count_3598",87.931,"Viridiplantae","Chlorophyta",NA,NA,NA,NA,NA
"ASV20_count_3937",100,"Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Solenopsis","Solenopsis mameti"
"ASV174_count_558",85.664,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV137_count_727",88.667,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV86_count_1162",100,"Metazoa","Annelida","Clitellata","Tubificida","Naididae","Chaetogaster","Chaetogaster sp. 20 JM-2023"
"ASV142_count_695",89.781,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV1_count_43976",94.1222857142857,"Metazoa","Arthropoda","Insecta","Coleoptera",NA,NA,NA
"ASV215_count_450",89.3315714285714,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV11_count_6570",93.671,"Metazoa","Nematoda","Chromadorea","Rhabditida","Anisakidae",NA,NA
"ASV166_count_580",100,NA,"Oomycota","Peronosporomycetes","Peronosporales","Peronosporaceae","Phytophthora",NA
"ASV113_count_885",90.4385,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV220_count_441",91.6316666666667,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV2_count_35999",93.671,"Metazoa","Nematoda","Chromadorea","Rhabditida","Anisakidae",NA,NA
"ASV183_count_526",85.4573333333333,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV169_count_575",88.1975,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV56_count_1807",88.235,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV130_count_777",86.7335,"Fungi",NA,NA,NA,NA,NA,NA
"ASV99_count_1029",97.3436666666667,"Metazoa","Tardigrada","Eutardigrada","Apochela","Milnesiidae","Milnesium",NA
"ASV115_count_874",87.849,NA,"Bacillariophyta",NA,NA,NA,NA,NA
"ASV208_count_464",85.3537142857143,"Fungi",NA,NA,NA,NA,NA,NA
"ASV110_count_914",88.5445,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV81_count_1271",93.052,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV30_count_3036",85.4536666666667,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV237_count_392",90.115,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV143_count_692",87.25,"Metazoa","Annelida",NA,NA,NA,NA,NA
"ASV74_count_1336",93.717,"Metazoa","Mollusca","Gastropoda","Littorinimorpha","Assimineidae",NA,NA
"ASV98_count_1031",89.526,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV140_count_719",87.5,"Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV141_count_705",100,NA,"Oomycota","Peronosporomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora tropicalis"
"ASV117_count_854",88.4028,NA,"Oomycota",NA,NA,NA,NA,NA
"ASV197_count_485",85.432,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV163_count_586",87.629,NA,"Tubulinea",NA,NA,NA,NA,NA
"ASV227_count_411",91.067,NA,"Tubulinea","Elardia","Arcellinida",NA,NA,NA
"ASV105_count_971",90.31,NA,"Tubulinea","Elardia",NA,NA,NA,NA
"ASV209_count_464",89.883,NA,"Tubulinea","Elardia",NA,NA,NA,NA
"ASV186_count_510",89.883,NA,"Tubulinea","Elardia",NA,NA,NA,NA
"ASV165_count_581",87.179,NA,"Tubulinea",NA,NA,NA,NA,NA
"ASV18_count_4536",86.352,NA,NA,NA,NA,NA,NA,NA
"ASV189_count_505",86.8005,NA,NA,NA,NA,NA,NA,NA
"ASV5_count_13917",100,"Metazoa","Arthropoda","Insecta","Psocodea","Amphientomidae",NA,"Amphientomidae sp."
"ASV175_count_553",86.301,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV92_count_1101",92.727,"Bacillati","Bacillota","Bacilli","Bacillales",NA,NA,NA
"ASV210_count_463",99.755,"Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Hypothenemus","Hypothenemus sp."
"ASV95_count_1069",85.714,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV57_count_1792",85.714,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV224_count_418",85.714,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV66_count_1464",85.235,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV145_count_674",98.039,"Viridiplantae","Chlorophyta","Trebouxiophyceae","Trebouxiales","Trebouxiaceae","Asterochloris","Asterochloris sp. CNOR1"
"ASV17_count_5003",95.813,"Viridiplantae","Chlorophyta","Trebouxiophyceae","Prasiolales","Stichococcaceae","Diplosphaera",NA
"ASV136_count_739",85.749,"Viridiplantae",NA,NA,NA,NA,NA,NA
"ASV27_count_3278",96.059,"Viridiplantae","Chlorophyta","Trebouxiophyceae","Prasiolales","Stichococcaceae","Diplosphaera",NA
"ASV32_count_2883",99.755,"Viridiplantae","Chlorophyta","Trebouxiophyceae","Prasiolales","Stichococcaceae","Diplosphaera","Diplosphaera sundellii"
"ASV122_count_813",100,"Metazoa","Annelida","Clitellata","Tubificida","Naididae","Pristina","Pristina sp. CEE"
"ASV170_count_573",99.02,"Metazoa","Annelida","Clitellata","Tubificida","Naididae","Pristina","Pristina sp. CEE"
"ASV114_count_884",88.9705,"Metazoa","Annelida",NA,NA,NA,NA,NA
"ASV129_count_781",89.552,"Metazoa","Annelida","Clitellata",NA,NA,NA,NA
"ASV121_count_816",92.982,"Bacillati","Actinomycetota","Actinomycetes",NA,NA,NA,NA
"ASV164_count_584",85.132,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV177_count_548",85.714,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV82_count_1255",85.068,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV218_count_446",85.11925,NA,NA,NA,NA,NA,NA,NA
"ASV124_count_801",85.012,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV176_count_549",91.071,"Metazoa","Tardigrada",NA,NA,NA,NA,NA
"ASV337_count_264",88.7165,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV424_count_206",90.4106666666667,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV331_count_270",90,"Metazoa","Mollusca","Gastropoda",NA,NA,NA,NA
"ASV440_count_201",92.308,"Metazoa","Platyhelminthes","Trematoda","Diplostomida",NA,NA,NA
"ASV280_count_323",86.154,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV245_count_379",88.033,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV345_count_259",89.563,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV338_count_264",90.22,"Bacillati","Actinomycetota","Actinomycetes",NA,NA,NA,NA
"ASV401_count_224",99.951,NA,"Oomycota","Peronosporomycetes","Peronosporales","Peronosporaceae","Phytophthora",NA
"ASV370_count_240",89.655,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV328_count_272",90.123,NA,NA,"Bigyra",NA,NA,NA,NA
"ASV432_count_203",85.6318,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV434_count_202",90.025,NA,"Tubulinea","Elardia",NA,NA,NA,NA
"ASV459_count_194",91.667,"Metazoa","Nematoda","Chromadorea","Rhabditida",NA,NA,NA
"ASV238_count_387",86.823,"Fungi",NA,NA,NA,NA,NA,NA
"ASV393_count_229",87.407,"Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV417_count_211",88.943,"Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV358_count_251",90.6635,"Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"ASV278_count_325",88.489,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV383_count_234",87.77,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV398_count_227",93.525,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV316_count_285",93.424,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV470_count_191",92.6435,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV361_count_250",91.026,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV407_count_217",93.425,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV371_count_239",90.998,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV279_count_324",88.327,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV382_count_234",86.882,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV381_count_235",91.026,"Bacillati","Actinomycetota","Actinomycetes","Kitasatosporales",NA,NA,NA
"ASV379_count_237",90.617,"Metazoa","Platyhelminthes",NA,NA,NA,NA,NA
"ASV457_count_195",89.2135,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV425_count_206",89.157,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV448_count_197",88.627,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV284_count_321",96.491,"Bacillati","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium",NA
"ASV365_count_245",89.394,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV298_count_298",86.381,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV291_count_310",90.5,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV458_count_194",89.148,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV247_count_377",86.8533333333333,"Fungi",NA,NA,NA,NA,NA,NA
"ASV347_count_258",99.755,"Metazoa","Arthropoda","Insecta","Diptera","Culicidae","Wyeomyia",NA
"ASV301_count_296",100,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV357_count_253",89.409,"Fungi","Basidiomycota","Tremellomycetes",NA,NA,NA,NA
"ASV312_count_286",88.9705,"Fungi","Basidiomycota",NA,NA,NA,NA,NA
"ASV308_count_290",89.416,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV396_count_227",97.096,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV343_count_260",93.137,"Fungi","Basidiomycota","Exobasidiomycetes","Exobasidiales","Brachybasidiaceae",NA,NA
"ASV473_count_189",92.892,"Fungi","Basidiomycota","Exobasidiomycetes","Exobasidiales",NA,NA,NA
"ASV368_count_243",85.609,"Fungi",NA,NA,NA,NA,NA,NA
"ASV438_count_201",89.394,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV239_count_384",86.2492857142857,"Fungi",NA,NA,NA,NA,NA,NA
"ASV443_count_200",85.381,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV376_count_238",95.556,"Metazoa","Arthropoda","Insecta","Diptera","Cecidomyiidae",NA,NA
"ASV309_count_288",89.4556,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV352_count_256",87.50375,"Metazoa","Rotifera",NA,NA,NA,NA,NA
"ASV300_count_296",90.3486666666667,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV323_count_274",89.7355,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV314_count_285",88.7671666666667,"Metazoa","Rotifera",NA,NA,NA,NA,NA
"ASV250_count_372",87.3022,"Metazoa","Rotifera",NA,NA,NA,NA,NA
"ASV362_count_249",92.493,"Metazoa","Rotifera","Eurotatoria","Philodinida",NA,NA,NA
"ASV421_count_207",89.0936666666667,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV269_count_348",89.2943333333333,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV462_count_193",89.3394285714286,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV392_count_229",89.3903333333333,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV348_count_258",87.4695,"Metazoa","Rotifera",NA,NA,NA,NA,NA
"ASV268_count_348",90.754,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV305_count_291",90.998,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV390_count_230",88.267,"Metazoa","Rotifera",NA,NA,NA,NA,NA
"ASV359_count_251",89.895,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV406_count_218",85.049,NA,NA,NA,NA,NA,NA,NA
"ASV411_count_213",90.8085,"Metazoa","Arthropoda","Insecta",NA,NA,NA,NA
"ASV465_count_193",87.259125,"Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV476_count_188",95.833,"Bacillati","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces",NA
"ASV293_count_305",86.905,"Bacillati",NA,NA,NA,NA,NA,NA
"ASV289_count_314",96.296,NA,"Apicomplexa","Aconoidasida","Haemosporida","Plasmodiidae","Hepatocystis",NA
"ASV415_count_211",92.289,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV297_count_299",92.556,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV332_count_269",86.9176666666667,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV258_count_360",92.556,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV450_count_197",85.758,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV412_count_212",100,"Bacillati","Bacillota","Bacilli","Bacillales","Bacillaceae","Peribacillus","Peribacillus simplex"
"ASV346_count_258",87.6845,"Viridiplantae","Chlorophyta",NA,NA,NA,NA,NA
"ASV296_count_300",89.901,"Viridiplantae","Chlorophyta","Trebouxiophyceae",NA,NA,NA,NA
"ASV330_count_270",93.382,"Viridiplantae","Chlorophyta","Trebouxiophyceae",NA,"Coccomyxaceae",NA,NA
"ASV422_count_207",100,"Metazoa","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Tegolophus","Tegolophus oblatus"
"ASV461_count_193",87.013,NA,"Rhodophyta",NA,NA,NA,NA,NA
"ASV404_count_222",89.706,"Metazoa","Arthropoda","Malacostraca",NA,NA,NA,NA
"ASV267_count_349",93.478,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV257_count_361",93.478,NA,"Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae",NA,NA
"ASV276_count_327",90.991,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV386_count_232",95.274,"Pseudomonadati","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"ASV414_count_212",92.857,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales",NA,NA,NA
"ASV262_count_357",97.414,"Metazoa","Arthropoda","Arachnida","Trombidiformes","Tenuipalpidae","Brevipalpus","Brevipalpus papayensis"
"ASV389_count_230",89.1123333333333,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV281_count_323",89.69525,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV261_count_358",89.6595,"Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA
"ASV455_count_196",91.521,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV287_count_320",92.768,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV254_count_366",89.526,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV463_count_193",90.524,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV372_count_239",99.951,"Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Moraceae",NA,NA
"ASV429_count_204",99.8663333333333,"Metazoa","Arthropoda","Malacostraca","Isopoda","Philosciidae","Burmoniscus","Burmoniscus dasystylus"
"ASV290_count_311",91.198,"Metazoa","Arthropoda","Insecta","Orthoptera",NA,NA,NA
"ASV251_count_371",96.61,"Bacillati","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium",NA
"ASV460_count_193",88.095,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV277_count_326",100,"Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Microcella","Microcella flavibacter"
"ASV436_count_201",88.235,"Pseudomonadati","Gemmatimonadota",NA,NA,NA,NA,NA
"ASV363_count_247",87.909,"Fungi","Basidiomycota",NA,NA,NA,NA,NA
"ASV397_count_227",87.597,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV333_count_268",91.022,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV447_count_198",88.6165,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV329_count_272",88.2665,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV274_count_333",85.185,"Metazoa",NA,NA,NA,NA,NA,NA
"ASV394_count_228",100,"Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Pseudarthrobacter",NA
"ASV326_count_274",85.49575,"Fungi",NA,NA,NA,NA,NA,NA
"ASV350_count_256",94.49,"Metazoa","Tardigrada","Heterotardigrada","Echiniscoidea","Echiniscidae",NA,NA
"ASV315_count_285",94.8995,"Metazoa","Tardigrada","Heterotardigrada","Echiniscoidea","Echiniscidae",NA,NA
"ASV373_count_239",85.4615,NA,NA,NA,NA,NA,NA,NA
"ASV317_count_285",87.5575,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV431_count_204",100,NA,"Rhodophyta","Bangiophyceae","Bangiales","Bangiaceae","Porphyra","Porphyra mumfordii"
"ASV441_count_201",87.295,"Pseudomonadati","Pseudomonadota",NA,NA,NA,NA,NA
"ASV472_count_189",85.854,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV321_count_276",91.0845,NA,"Tubulinea","Elardia","Arcellinida",NA,NA,NA
"ASV366_count_244",89.409,NA,"Tubulinea","Elardia",NA,NA,NA,NA
"ASV391_count_229",90.025,"Pseudomonadati","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV474_count_189",87.755,"Metazoa","Arthropoda",NA,NA,NA,NA,NA
"ASV395_count_228",87.5,"Metazoa","Chordata",NA,NA,NA,NA,NA
"ASV243_count_380",88.889,"Metazoa","Chordata",NA,NA,NA,NA,NA
"ASV246_count_379",86.301,"Pseudomonadati",NA,NA,NA,NA,NA,NA
"ASV377_count_238",100,"Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Salinispirillum","Salinispirillum sp. LH 10-3-1"
"ASV255_count_366",92.405,"Bacillati","Actinomycetota","Actinomycetes","Pseudonocardiales",NA,NA,NA
